Title,QuickRef,Ev_ID,Paper_ID,Cat_ID,SubCat_ID,AddEv_ID,Category level,Risk category,Risk subcategory,Description,Additional ev.,P.Def,p.AddEv,Entity,Intent,Timing,Domain,Sub-domain
What Ethics Can Say on Artificial Intelligence: Insights from a Systematic Literature Review,Giarmoleo2024,37.02.04,37,2,4,,Risk Sub-Category,Human-AI interaction,Attributing the responsibility for AI's failures,"""This section, constituting almost 8% of the articles, addresses the implications arising from AI acting and learning without direct human supervision, encompassing two main issues: a responsibility gap and AI's moral status.""",,16,,3 - Other,3 - Other,3 - Other,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability
What Ethics Can Say on Artificial Intelligence: Insights from a Systematic Literature Review,Giarmoleo2024,37.02.04.a,37,2,4,1,Additional evidence,Human-AI interaction,Attributing the responsibility for AI's failures,,"""AI moral agency and legal status (5.1%). This research line consists of two main issues. The first one concerns the existence and status of artificial moral agency (AMAs). Nowik (2021) analyzes the legal and ethical implications of attributing electronic personhood to AI in employment relations by looking at concepts like AI as an employer, liability, and mandatory insurance. Kornai (2014) discusses the moral obligations of autonomous artificial general intelligences  (AGIs), as well as the challenges of bounding AGIs with ethical rationalism. Smith and Vickers (2021) examine how moral responsibility could be attributed to AI using a Strawsonian account. Other researchers discuss the design of artificial moral agents. Mabaso (2021) discusses the use of exemplarism, an ethical theory, in building computationally rational AMAs. Gunkel (2014) advocates for including robots and AI in moral considerations and offers a critique of the limitations of current moral reasoning frameworks. Wallach (2010) stresses the need for a comprehensive model of moral decision-making in developing artificial moral agents, with a focus on mechanisms beyond traditional cognitive factors""",16,16,,,,,
What Ethics Can Say on Artificial Intelligence: Insights from a Systematic Literature Review,Giarmoleo2024,37.02.04.b,37,2,4,2,Additional evidence,Human-AI interaction,Attributing the responsibility for AI's failures,,"""Responsibility gap (2.7%). This research reflects on the concept of the responsibility gap in AI, where an AI agent's actions that cause harm can lack clear responsibility. Saunders and Locke (2020) draw parallels between ancient practices of casting lots and AI in business decisionmaking and how, in both cases, control and moral responsibility are relinquished. Johnson (2015) discusses the potential emergence of a responsibility gap autonomous artificial agents of the future, emphasizing that responsibility allocation depends on human choices more than technological complexity. Awad et al. (2019) explore moral dilemmas in self-driving cars and propose that addressing these dilemmas requires collective discussions and agreements on ethical AI principles. Other scholars address responsibility gaps in AI systems, such as Santoni de Sio and Mecacci (2021), who identify interconnected responsibility gaps in AI and propose designing socio-technical systems for “meaningful human control” to comprehensively address these gaps. Schuelke-Leech et al. (2019) examine unexpected differences in the language used in policy documents and discussions about responsibility for highly automated vehicles.""",16,17,,,,,
What Ethics Can Say on Artificial Intelligence: Insights from a Systematic Literature Review,Giarmoleo2024,37.02.05,37,2,5,,Risk Sub-Category,Human-AI interaction,Humans' unethical conducts,"""This category comprises over 2.5% of the articles and focuses on two key issues: the risk of exploiting ethics for economic gain and the peril of delegating tasks to AI that should inherently be human-centric.""",,17,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
What Ethics Can Say on Artificial Intelligence: Insights from a Systematic Literature Review,Giarmoleo2024,37.02.05.a,37,2,5,1,Additional evidence,Human-AI interaction,Humans' unethical conducts,,"""Instrumental and perfunctory use of ethics (1.4%). This subset discusses the concern that principles and standards could be exploited for economic advantages, potentially leading companies to select countries and their markets where there are less stringent ethical regulations (Mikuriya et al., 2020). One research line endeavors to enhance the ethical impact in business. Rességuier and Rodrigues (2020) advocate for impactful ethical principles in AI and argue that relying on ethics as a replacement for legal frameworks poses the risk of its misapplication. Metcalf et al. (2019) explore the tension between industry commitments and operationalizing ethics within the tech sector and hold that ethics can either challenge or reinforce existing industry logics. Another line focuses on AI in Europe. Palladino (2021) explores how epistemic communities contribute to the constitutionalization of internet governance, analyzing the European Commission High-Level Expert Group on AI as a case study. He warns against the instrumental use of ethics in the ongoing debate, which he argues could lead a situation where self-governance is masked by ethical discourse. Bonson et al. (  2021) examine the inclusion of AI-related information and ethical principles in reports of European listed companies, focusing on AI system development, disclosure of ethical guidelines, and influencing factors.""",17,17,,,,,
What Ethics Can Say on Artificial Intelligence: Insights from a Systematic Literature Review,Giarmoleo2024,37.02.05.b,37,2,5,2,Additional evidence,Human-AI interaction,Humans' unethical conducts,,"""Outsourcing human specificities (1.2%). Some papers within this subset deal with AI decisionmaking. In Danaher's (2018) examination of the ethics of using personal AI assistants, he highlights concerns related to dehumanization while offering a nuanced view of the ethical implication of AI assistant use. Marie (2019) challenges the notion of human-algorithm complementarity in decision-making and raises concerns about algorithms influencing human decisions, particularly in domains like medicine. Ertemel et al. (2021) investigate the socioeconomic consequences of AI, also raising concerns about outsourcing aspects of human life such as caregiving to machines, which could deprive society of the valuable dedication and spiritual benefits associated with human caregivers.""",17,17,,,,,
Ethical Issues in the Development of Artificial Intelligence: Recognizing the Risks,Kumar2023,38.00.00,38,,,,Paper,,,,,,,,,,,
Ethical Issues in the Development of Artificial Intelligence: Recognizing the Risks,Kumar2023,38.01.00,38,1,,,Risk Category,Privacy and security,,"""Participants expressed worry about AI systems' possible misuse of personal information. They emphasized the importance of strong data security safeguards and increased openness in how AI systems acquire, store and use data. The increasing dependence on AI systems to manage sensitive personal information raises ethical questions about AI, data privacy and security. As AI technologies grow increasingly integrated into numerous areas of society, there is a greater danger of personal data exploitation or mistreatment. Participants in research frequently express concerns about the effectiveness of data protection safeguards and the transparency of AI systems in gathering, keeping and exploiting data (Table 1). """,,9,,2 - AI,3 - Other,2 - Post-deployment,2. Privacy & Security,2.1 > Compromise of privacy by leaking or correctly inferring sensitive information
Ethical Issues in the Development of Artificial Intelligence: Recognizing the Risks,Kumar2023,38.02.00,38,2,,,Risk Category,Bias and fairness,,"""Participants were concerned that AI systems might perpetuate current prejudices and discrimination, notably in hiring, lending and law enforcement. They stressed the importance of designers creating AI systems that favour justice and avoid biases. The possibility that AI systems may unwittingly perpetuate existing prejudices and discrimination, particularly in sensitive industries such as employment, lending and law enforcement, raises ethical concerns about AI as well as bias and justice issues (Table 1). Because AI systems are trained on historical data, they may inherit and reproduce biases from previous datasets. As a result, AI judgements may have an unjust impact on specific populations, increasing socioeconomic inequalities and fostering discriminatory practises. Participants in the research emphasize the need of AI developers creating systems that promote justice and actively seek to minimise biases.""",,9,,2 - AI,2 - Unintentional,3 - Other,1. Discrimination & Toxicity,1.1 > Unfair discrimination and misrepresentation
Ethical Issues in the Development of Artificial Intelligence: Recognizing the Risks,Kumar2023,38.03.00,38,3,,,Risk Category,Transparency and explainability,,"""A recurring complaint among participants was a lack of knowledge about how AI systems made judgements. They emphasized the significance of making AI systems more visible and explainable so that people may have confidence in their outputs and hold them accountable for their activities. Because AI systems are typically opaque, making it difficult for users to understand the rationale behind their judgements, ethical concerns about AI, as well as issues of transparency and explainability, arise. This lack of understanding can generate suspicion and reluctance to adopt AI technology, as well as making it harder to hold AI systems accountable for their actions.""",,10,,2 - AI,2 - Unintentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability
Ethical Issues in the Development of Artificial Intelligence: Recognizing the Risks,Kumar2023,38.04.00,38,4,,,Risk Category,Human–AI interaction,,"""Several participants mentioned how AI systems could influence human agency and decision-making. They emphasized the need of striking a balance between using the benefits of AI and protecting human autonomy and control. The increasing integration of AI systems into various aspects of our lives, which can have a significant impact on human agency and decision-making, has raised ethical concerns about AI and human–AI interaction. As AI systems advance, they will be able to influence, if not completely replace, IJOES human decision-making in some fields, prompting concerns about the loss of human autonomy and control. Participants in the study emphasize the need of establishing a balance between using the benefits of AI and maintaining human autonomy and control to ensure that people retain agency and are not overly reliant on AI systems. This balance is essential to prevent possible negative consequences such as over-reliance on AI, diminishing human skills and knowledge and a loss of personal accountability""",,10,,2 - AI,3 - Other,2 - Post-deployment,5. Human-Computer Interaction,5.2 > Loss of human agency and autonomy
Ethical Issues in the Development of Artificial Intelligence: Recognizing the Risks,Kumar2023,38.05.00,38,5,,,Risk Category,Trust and reliability,,"""The participants of the study emphasized the importance of trustworthiness and reliability in AI systems. The authors emphasized the importance of preserving precision and objectivity in the outcomes produced by AI systems, while also ensuring transparency in their decision-making procedures. The significance of reliability and credibility in AI systems is escalating in tandem with the proliferation of these technologies across diverse domains of society. This underscores the importance of ensuring user confidence. The concern regarding the dependability of AI systems and their inherent biases is a common issue among research participants, emphasizing the necessity for stringent validation procedures and transparency. Establishing and implementing dependable standards, ensuring impartial algorithms and upholding transparency in the decision-making process are critical measures for addressing ethical considerations and fostering confidence in AI systems. The advancement and implementation of AI technology in an ethical manner is contingent upon the successful resolution of trust and reliability concerns. These issues are of paramount importance in ensuring the protection of user welfare and the promotion of societal advantages. The utilization of artificial intelligence was found to be a subject of significant concern for the majority of interviewees, particularly with regards to trust and reliability (Table 1, Figure 1). The establishment of trust in AI systems was highlighted as a crucial factor for facilitating their widespread adoption by two of the participants, specifically Participant 4 and 7. The authors reiterated the importance of prioritising the advancement of reliable and unbiased algorithms""",,11,,2 - AI,3 - Other,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.00.00,39,,,,Paper,,,,,,,,,,,
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.01.00,39,1,,,Risk Category,Problem Identification and Formulation,,"There is a set of problems that cannot be formulated in a well-defined format for humans, and therefore there is uncertainty as to how we can organize HLI-based agents to face these problems",,,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.02.00,39,2,,,Risk Category,Energy Consumption,,"Some learning algorithms, including deep learning, utilize iterative learning processes [23]. This approach results in high energy consumption.",,,,2 - AI,2 - Unintentional,1 - Pre-deployment,6. Socioeconomic and Environmental,6.6 > Environmental harm
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.03.00,39,3,,,Risk Category,Data Issues,,"Data heterogeneity, data insufficiency, imbalanced data, untrusted data, biased data, and data uncertainty are other data issues that may cause various difficulties in datadriven machine learning algorithms.. Bias is a human feature that may affect data gathering and labeling. Sometimes, bias is present in historical, cultural, or geographical data. Consequently, bias may lead to biased models which can provide inappropriate analysis. Despite being aware of the existence of bias, avoiding biased models is a challenging task",,,,2 - AI,2 - Unintentional,3 - Other,1. Discrimination & Toxicity,1.1 > Unfair discrimination and misrepresentation
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.04.00,39,4,,,Risk Category,Robustness and Reliability,,"The robustness of an AI-based model refers to the stability of the model performance after abnormal changes in the input data... The cause of this change may be a malicious attacker, environmental noise, or a crash of other components of an AI-based system... This problem may be challenging in HLI-based agents because weak robustness may have appeared in unreliable machine learning models, and hence an HLI with this drawback is error-prone in practice.",,,,2 - AI,2 - Unintentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.05.00,39,5,,,Risk Category,Cheating and Deception,,"may appear from intelligent agents such as HLI-based agents... Since HLI-based agents are going to mimic the behavior of humans, they may learn these behaviors accidentally from human-generated data. It should be noted that deception and cheating maybe appear in the behavior of every computer agent because the agent only focuses on optimizing some predefined objective functions, and the mentioned behavior may lead to optimizing the objective functions without any intention",,,,2 - AI,2 - Unintentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.06.00,39,6,,,Risk Category,Security,,"every piece of software, including learning systems, may be hacked by malicious users",,,,1 - Human,1 - Intentional,3 - Other,2. Privacy & Security,2.2 > AI system security vulnerabilities and attacks
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.07.00,39,7,,,Risk Category,Privacy,,"Users’ data, including location, personal information, and navigation trajectory, are considered as input for most data-driven machine learning methods",,,,2 - AI,3 - Other,1 - Pre-deployment,2. Privacy & Security,2.1 > Compromise of privacy by leaking or correctly inferring sensitive information
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.08.00,39,8,,,Risk Category,Fairness,,"This challenge appears when the learning model leads to a decision that is biased to some sensitive attributes... data itself could be biased, which results in unfair decisions. Therefore, this problem should be solved on the data level and as a preprocessing step",,,,2 - AI,2 - Unintentional,1 - Pre-deployment,1. Discrimination & Toxicity,1.3 > Unequal performance across groups
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.09.00,39,9,,,Risk Category,Explainable AI,,"in this field, a set of tools and processes may be used to bring explainability to a learning model. With such capability, humans may trust the decisions made by the models",,,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.10.00,39,10,,,Risk Category,Responsibility,,"HLI-based systems such as self-driving drones and vehicles will act autonomously in our world. In these systems, a challenging question is “who is liable when a self-driving system is involved in a crash or failure?”.",,,,2 - AI,2 - Unintentional,2 - Post-deployment,6. Socioeconomic and Environmental,6.5 > Governance failure
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.11.00,39,11,,,Risk Category,Controllability,,"In the era of superintelligence, the agents will be difficult to control for humans... this problem is not solvable considering safety issues, and will be more severe by increasing the autonomy of AI-based agents. Therefore, because of the assumed properties of HLI-based agents, we might be prepared for machines that are definitely possible to be uncontrollable in some situations",,,,1 - Human,2 - Unintentional,3 - Other,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals in conflict with human goals or values
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.12.00,39,12,,,Risk Category,Predictability,,whether the decision of an AI-based agent can be predicted in every situation or not,,,,2 - AI,2 - Unintentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.13.00,39,13,,,Risk Category,Continual Learning,,"the accuracy of the learning model goes down because of changes in the data and environment of the model. Therefore, the learning process should be changed using new methods to support continual and lifelong learning",,,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.14.00,39,14,,,Risk Category,Storage (Memory),,"Memory is an important part of all AI-based systems. A limited memory AI-based system is one of the most widely and commonly used types of intelligent systems [83]. In this type, historical observations are used to predict some parameters about the trend of changes in data. In this approach, some data-driven and also statistical analyses are used to extract knowledge from data. ",,,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.15.00,39,15,,,Risk Category,Semantic and Communication,,"From semantic web techniques to linguistic analysis and natural language processing may be related to semantic computations in AI-based systems [87,88,89]. On the other hand, communication among intelligent agents leads to flowing information in a population of agents resulting in increasing knowledge and intelligence in that population... We know that defining or determining a shared ontology among intelligent entities in an AI-based system is possible because of maturing some parts of knowledge in ontology manipulations and defining some tools in semantic web techniques",,,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.16.00,39,16,,,Risk Category,Morality and Ethical,,"Ethics are considered as the set of moral principles that guide a person’s behavior. From a perspective of morality issue, it is preserving the privacy of data within learning processes [93]. In this perspective, the engineers and social interactions of humans are the subjects of morality. From another perspective, implementing the concepts related to morality in a cognitive engine can be seen as a goal of AI designers. This is because we expect to see morality in an agent designated based on AGI and also HLI. ",,,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.17.00,39,17,,,Risk Category,Rationality,," The concept of rational agency has long been considered as a critical role in defining intelligent agents. Rationality computation plays a key role in distributed machine learning, multi-agent systems, game theory, and also AGI... Unfortunately, a lack of required information prevents the creation of an agent with perfect rationality",,,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.18.00,39,18,,,Risk Category,Mind,,Theory of mind... constructing some algorithms and machines that can implement mind computations and also mental states,,,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.19.00,39,19,,,Risk Category,Accountability,,"An essential feature of decision-making in humans, AI, and also HLI-based agents is accountability. Implementing this feature in machines is a difficult task because many challenges should be considered to organize an AI-based model that is accountable. It should be noted that this issue in human decision-making is not ideal, and many factors such as bias, diversity, fairness, paradox, and ambiguity may affect it. In addition, the human decision-making process is based on personal flexibility, context-sensitive paradigms, empathy, and complex moral judgments. Therefore, all of these challenges are inherent to designing algorithms for AI and also HLI models that consider accountability.",,,,2 - AI,2 - Unintentional,3 - Other,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.20.00,39,20,,,Risk Category,Transparency,,an external entity of an AI-based ecosystem may want to know which parts of data affect the final decision in a learning model,,,,2 - AI,3 - Other,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.21.00,39,21,,,Risk Category,Reproducibility,,How a learning model can be reproduced when it is obtained based on various sets of data and a large space of parameters. This problem becomes more challenging in data-driven learning procedures without transparent instructions,,,,2 - AI,2 - Unintentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.22.00,39,22,,,Risk Category,Evolution,,AI models can be improved during the evolution of generations without human aid,,,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.23.00,39,23,,,Risk Category,Beneficial,,A beneficial AI system is designated to behave in such a way that humans are satisfied with the results.,,,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.24.00,39,24,,,Risk Category,Exploration and Exploitation Balance,,"Exploration and exploitation decisions refer to trading off the benefits of exploring unknown opportunities to learn more about them, by exploiting known opportunities",,,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.25.00,39,25,,,Risk Category,Verifiability,,"In many applications of AI-based systems such as medical healthcare and military services, the lack of verification of code may not be tolerable... due to some characteristics such as the non-linear and complex structure of AI-based solutions, existing solutions have been generally considered “black boxes”, not providing any information about what exactly makes them appear in their predictions and decision-making processes.",,,,2 - AI,2 - Unintentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.26.00,39,26,,,Risk Category,Safety,,The actions of a learning model may easily hurt humans in both explicit and implicit manners...several algorithms based on Asimov’s laws have been proposed that try to judge the output actions of an agent considering the safety of humans,,,,2 - AI,3 - Other,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals in conflict with human goals or values
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.27.00,39,27,,,Risk Category,Complexity,,"Nowadays, we are faced with systems that utilize numerous learning models in their modules for their perception and decision-making processes... One aspect of an AI-based system that leads to increasing the complexity of the system is the parameter space that may result from multiplications of parameters of the internal parts of the system",,,,2 - AI,2 - Unintentional,3 - Other,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness
"A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions",Saghiri2022,39.28.00,39,28,,,Risk Category,Trustworthy,,"trustworthiness in AI will feed societies, economies, and sustainable development to bring the ultimate benefits of AI to individuals, organizations, and societies.... From a social perspective, trustworthiness has a close relationship with ethics and morality",,,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
Taxonomy of Pathways to Dangerous Artificial Intelligence,Yampolskiy2016,40.00.00,40,,,,Paper,,,,,,,,,,,
Taxonomy of Pathways to Dangerous Artificial Intelligence,Yampolskiy2016,40.01.00,40,1,,,Risk Category,On Purpose - Pre-Deployment,,"""During the pre-deployment development stage, software may be subject to sabotage by someone with necessary access (a programmer, tester, even janitor) who for a number of possible reasons may alter software to make it unsafe. It is also a common occurrence for hackers (such as the organization Anonymous or government intelligence agencies) to get access to software projects in progress and to modify or steal their source code. Someone can also deliberately supply/train AI with wrong/unsafe datasets.""",,144,,1 - Human,1 - Intentional,1 - Pre-deployment,2. Privacy & Security,2.2 > AI system security vulnerabilities and attacks
Taxonomy of Pathways to Dangerous Artificial Intelligence,Yampolskiy2016,40.02.00,40,2,,,Risk Category,On Purpose - Post Deployment,,"""Just because developers might succeed in creating a safe AI, it doesn't mean that it will not become unsafe at some later point. In other words, a perfectly friendly AI could be switched to the ""dark side"" during the post-deployment stage. This can happen rather innocuously as a result of someone lying to the AI and purposefully supplying it with incorrect information or more explicitly as a result of someone giving the AI orders to perform illegal or dangerous actions against others.""",,144,,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.3 > Fraud, scams, and targeted manipulation"
Taxonomy of Pathways to Dangerous Artificial Intelligence,Yampolskiy2016,40.03.00,40,3,,,Risk Category,By Mistake - Pre-Deployment,,"""Probably the most talked about source of potential problems with future AIs is mistakes in design. Mainly the concern is with creating a ""wrong AI"", a system which doesn't match our original desired formal properties or has unwanted behaviors (Dewey, Russell et al. 2015, Russell, Dewey et al. January 23, 2015), such as drives for independence or dominance. Mistakes could also be simple bugs (run time or logical) in the source code, disproportionate weights in the fitness function, or goals misaligned with human values leading to complete disregard for human safety.""",,144,,1 - Human,2 - Unintentional,1 - Pre-deployment,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals in conflict with human goals or values
Taxonomy of Pathways to Dangerous Artificial Intelligence,Yampolskiy2016,40.04.00,40,4,,,Risk Category,By Mistake - Post-Deployment,,"""After the system has been deployed, it may still contain a number of undetected bugs, design mistakes, misaligned goals and poorly developed capabilities, all of which may produce highly undesirable outcomes. For example, the system may misinterpret commands due to coarticulation, segmentation, homophones, or double meanings in the human language (""recognize speech using common sense"" versus ""wreck a nice beach you sing calm incense"") (Lieberman, Faaborg et al. 2005).""",,145,,2 - AI,2 - Unintentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness
Taxonomy of Pathways to Dangerous Artificial Intelligence,Yampolskiy2016,40.05.00,40,5,,,Risk Category,Environment - Pre-Deployment,,"""While it is most likely that any advanced intelligent software will be directly designed or evolved, it is also possible that we will obtain it as a complete package from some unknown source. For example, an AI could be extracted from a signal obtained in SETI (Search for Extraterrestrial Intelligence) research, which is not guaranteed to be human friendly (Carrigan Jr 2004, Turchin March 15, 2013).""",,145,,3 - Other,3 - Other,1 - Pre-deployment,"7. AI System Safety, Failures, & Limitations","7.0 > AI system safety, failures, & limitations"
Taxonomy of Pathways to Dangerous Artificial Intelligence,Yampolskiy2016,40.06.00,40,6,,,Risk Category,Environment - Post-Deployment,,"""While highly rare, it is known, that occasionally individual bits may be flipped in different hardware devices due to manufacturing defects or cosmic rays hitting just the right spot (Simonite March 7, 2008). This is similar to mutations observed in living organisms and may result in a modification of an intelligent system.""",,145,,3 - Other,2 - Unintentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations","7.0 > AI system safety, failures, & limitations"
Taxonomy of Pathways to Dangerous Artificial Intelligence,Yampolskiy2016,40.07.00,40,7,,,Risk Category,Independently - Pre-Deployment,,"""One of the most likely approaches to creating superintelligent AI is by growing it from a seed (baby) AI via recursive self-improvement (RSI) (Nijholt 2011). One danger in such a scenario is that the system can evolve to become self-aware, free-willed, independent or emotional, and obtain a number of other emergent properties, which may make it less likely to abide by any built-in rules or regulations and to instead pursue its own goals possibly to the detriment of humanity.""",,146,,2 - AI,1 - Intentional,1 - Pre-deployment,"7. AI System Safety, Failures, & Limitations","7.0 > AI system safety, failures, & limitations"
Taxonomy of Pathways to Dangerous Artificial Intelligence,Yampolskiy2016,40.08.00,40,8,,,Risk Category,Independently - Post-Deployment,,"""Previous research has shown that utility maximizing agents are likely to fall victims to the same indulgences we frequently observe in people, such as addictions, pleasure drives (Majot and Yampolskiy 2014), self-delusions and wireheading (Yampolskiy 2014). In general, what we call mental illness in people, particularly sociopathy as demonstrated by lack of concern for others, is also likely to show up in artificial minds.""",,146,,2 - AI,3 - Other,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations","7.0 > AI system safety, failures, & limitations"
The Rise of Artificial Intelligence - Future Outlooks and Emerging Risks,Allianz2018,41.00.00,41,,,,Paper,,,,,,,,,,,
The Rise of Artificial Intelligence - Future Outlooks and Emerging Risks,Allianz2018,41.01.00,41,1,,,Risk Category,Economic ,,"""AI is predicted to bring increased GDP per capita by performing existing jobs more efficiently and compensating for a decline in the workforce, especially due to population aging, the potential substitution of many low- and middle-income jobs could bring extensive unemployment""",,12,,2 - AI,1 - Intentional,2 - Post-deployment,6. Socioeconomic and Environmental,6.2 > Increased inequality and decline in employment quality
The Rise of Artificial Intelligence - Future Outlooks and Emerging Risks,Allianz2018,41.01.01,41,1,1,,Risk Sub-Category,Economic ,Increased income disparity,"""While AI is predicted to bring increased GDP per capita by performing existing jobs more efficiently and compensating for a decline in the workforce, especially due to population aging, the potential substitution of many low- and middle-income jobs could bring extensive unemployment.""",,12,,2 - AI,3 - Other,2 - Post-deployment,6. Socioeconomic and Environmental,6.2 > Increased inequality and decline in employment quality
The Rise of Artificial Intelligence - Future Outlooks and Emerging Risks,Allianz2018,41.01.02,41,1,2,,Risk Sub-Category,Economic ,Markets monopolization,,,,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
The Rise of Artificial Intelligence - Future Outlooks and Emerging Risks,Allianz2018,41.02.00,41,2,,,Risk Category,Political,,"""In the UK, a form of initial computational propaganda has already happened during the Brexit referendum1 . In future, there are concerns that oppressive governments could use AI to shape citizens’ opinions""",,13,,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.1 > Disinformation, surveillance, and influence at scale"
The Rise of Artificial Intelligence - Future Outlooks and Emerging Risks,Allianz2018,41.02.01,41,2,1,,Risk Sub-Category,Political,Biased influence through citizen screening and tailored propaganda,"""AI-powered chatbots tailor their communication approach to influence individual users' decisions. In the UK, a form of initial computational propaganda has already happened during the Brexit referendum. In future, there are concerns that oppressive governments could use AI to shape citizens' opinions.""",,12,,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.1 > Disinformation, surveillance, and influence at scale"
